"","location_name","data_date","submitted_date","Province","District","malaria_rdt_0-4","malaria_rdt_5-14","malaria_rdt_15","malaria_tot","newid"
"341","Facility 53",2020-07-27,2020-08-03,"North","Bolo",14,4,7,25,53
"342","Facility 7",2020-07-31,2020-08-03,"North","Spring",0,0,0,0,7
"343","Facility 7",2020-07-30,2020-08-03,"North","Spring",0,0,0,0,7
"344","Facility 7",2020-07-29,2020-08-03,"North","Spring",11,5,5,21,7
"345","Facility 20",2020-08-02,2020-08-03,"North","Barnard",0,1,3,4,20
"346","Facility 11",2020-08-02,2020-08-03,"North","Spring",65,28,37,130,11
"347","Facility 38",2020-08-02,2020-08-03,"North","Bolo",5,8,10,23,38
"348","Facility 12",2020-08-02,2020-08-03,"North","Dingo",34,25,41,100,12
"349","Facility 49",2020-08-01,2020-08-03,"North","Dingo",63,54,41,158,49
"350","Facility 49",2020-08-02,2020-08-03,"North","Dingo",49,55,24,128,49
"351","Facility 11",2020-08-01,2020-08-03,"North","Spring",75,34,55,164,11
"352","Facility 11",2020-07-31,2020-08-03,"North","Spring",6,2,13,21,11
"353","Facility 23",2020-08-02,2020-08-03,"North","Dingo",33,5,21,59,23
"354","Facility 16",2020-08-02,2020-08-03,"North","Barnard",22,12,18,52,16
"355","Facility 18",2020-08-02,2020-08-03,"North","Bolo",4,4,5,13,18
"356","Facility 47",2020-08-02,2020-08-03,"North","Barnard",28,15,20,63,47
"357","Facility 47",2020-08-01,2020-08-03,"North","Barnard",48,17,29,94,47
"358","Facility 29",2020-08-02,2020-08-03,"North","Dingo",10,26,29,65,29
"359","Facility 55",2020-08-02,2020-08-03,"North","Bolo",8,3,19,30,55
"360","Facility 24",2020-08-02,2020-08-03,"North","Bolo",7,9,59,75,24
"361","Facility 41",2020-08-02,2020-08-03,"North","Barnard",21,8,32,61,41
"362","Facility 27",2020-08-02,2020-08-03,"North","Spring",14,5,3,22,27
"363","Facility 41",2020-07-23,2020-08-03,"North","Barnard",8,2,21,31,41
"364","Facility 26",2020-08-02,2020-08-03,"North","Bolo",2,0,4,6,26
"365","Facility 3",2020-08-03,2020-08-03,"North","Dingo",5,6,8,19,3
"366","Facility 19",2020-07-29,2020-08-03,"North","Bolo",12,7,41,60,19
"367","Facility 57",2020-08-02,2020-08-02,"North","Barnard",11,7,15,33,57
"368","Facility 57",2020-08-01,2020-08-02,"North","Barnard",16,11,23,50,57
"369","Facility 57",2020-07-29,2020-08-02,"North","Barnard",5,7,9,21,57
"370","Facility 57",2020-07-28,2020-08-02,"North","Barnard",3,0,3,6,57
"371","Facility 57",2020-07-27,2020-08-02,"North","Barnard",2,3,2,7,57
"372","Facility 57",2020-07-26,2020-08-02,"North","Barnard",5,4,5,14,57
"373","Facility 14",2020-08-02,2020-08-02,"North","Dingo",6,3,7,16,14
"374","Facility 34",2020-08-02,2020-08-02,"North","Dingo",5,7,7,19,34
"375","Facility 35",2020-07-30,2020-08-02,"North","Spring",15,10,18,43,35
"376","Facility 58",2020-08-02,2020-08-02,"North","Spring",3,10,25,38,58
"377","Facility 58",2020-08-01,2020-08-02,"North","Spring",0,5,50,55,58
"378","Facility 35",2020-07-29,2020-08-02,"North","Spring",115,17,47,179,35
"379","Facility 33",2020-08-02,2020-08-02,"North","Barnard",2,3,5,10,33
"380","Facility 4",2020-08-01,2020-08-02,"North","Bolo",32,23,39,94,4
"381","Facility 4",2020-07-31,2020-08-02,"North","Bolo",0,0,0,0,4
"382","Facility 4",2020-07-30,2020-08-02,"North","Bolo",5,0,5,10,4
"383","Facility 19",2020-08-01,2020-08-02,"North","Bolo",3,6,41,50,19
"384","Facility 19",2020-07-31,2020-08-02,"North","Bolo",3,6,33,42,19
"385","Facility 19",2020-07-30,2020-08-02,"North","Bolo",9,7,33,49,19
"386","Facility 50",2020-08-01,2020-08-02,"North","Spring",76,7,57,140,50
"387","Facility 46",2020-07-26,2020-08-02,"North","Dingo",9,5,13,27,46
"388","Facility 43",2020-07-11,2020-07-31,"North","Dingo",0,0,0,0,43
"389","Facility 43",2020-07-10,2020-07-31,"North","Dingo",7,2,4,13,43
"390","Facility 43",2020-07-09,2020-07-31,"North","Dingo",5,4,7,16,43
"391","Facility 43",2020-07-08,2020-07-31,"North","Dingo",11,5,8,24,43
"392","Facility 41",2020-07-30,2020-07-31,"North","Barnard",11,4,15,30,41
"393","Facility 43",2020-07-07,2020-07-31,"North","Dingo",10,12,10,32,43
"394","Facility 22",2020-07-31,2020-07-31,"North","Bolo",0,0,0,0,22
"395","Facility 22",2020-07-30,2020-07-31,"North","Bolo",0,0,0,0,22
"396","Facility 43",2020-07-06,2020-07-31,"North","Dingo",5,4,2,11,43
"397","Facility 43",2020-07-05,2020-07-31,"North","Dingo",0,0,0,0,43
"398","Facility 43",2020-07-04,2020-07-31,"North","Dingo",4,3,2,9,43
"399","Facility 43",2020-07-03,2020-07-31,"North","Dingo",5,3,4,12,43
"400","Facility 43",2020-07-02,2020-07-31,"North","Dingo",16,5,9,30,43
"401","Facility 43",2020-07-01,2020-07-31,"North","Dingo",9,5,8,22,43
"402","Facility 43",2020-06-30,2020-07-31,"North","Dingo",0,0,0,0,43
"403","Facility 43",2020-06-29,2020-07-31,"North","Dingo",2,5,3,10,43
"404","Facility 43",2020-06-28,2020-07-31,"North","Dingo",0,0,3,3,43
"405","Facility 43",2020-06-27,2020-07-31,"North","Dingo",8,6,15,29,43
"406","Facility 43",2020-06-26,2020-07-31,"North","Dingo",2,1,4,7,43
"407","Facility 43",2020-06-25,2020-07-31,"North","Dingo",3,5,7,15,43
"408","Facility 43",2020-06-24,2020-07-31,"North","Dingo",5,9,7,21,43
"409","Facility 43",2020-06-23,2020-07-31,"North","Dingo",7,4,5,16,43
"410","Facility 43",2020-06-22,2020-07-31,"North","Dingo",6,10,7,23,43
"411","Facility 43",2020-06-20,2020-07-31,"North","Dingo",4,3,7,14,43
"412","Facility 43",2020-06-19,2020-07-31,"North","Dingo",6,7,14,27,43
"413","Facility 43",2020-06-18,2020-07-31,"North","Dingo",8,6,9,23,43
"414","Facility 43",2020-06-17,2020-07-31,"North","Dingo",6,5,12,23,43
"415","Facility 43",2020-06-16,2020-07-31,"North","Dingo",4,7,10,21,43
"416","Facility 48",2020-07-31,2020-07-31,"North","Dingo",0,0,0,0,48
"417","Facility 48",2020-07-30,2020-07-31,"North","Dingo",0,0,0,0,48
"418","Facility 28",2020-07-30,2020-07-31,"North","Spring",0,0,1,1,28
"419","Facility 28",2020-07-29,2020-07-31,"North","Spring",8,10,17,35,28
"420","Facility 28",2020-07-28,2020-07-31,"North","Spring",14,4,13,31,28
"421","Facility 28",2020-07-27,2020-07-31,"North","Spring",17,9,19,45,28
"422","Facility 29",2020-07-30,2020-07-31,"North","Dingo",0,0,0,0,29
"423","Facility 29",2020-07-29,2020-07-31,"North","Dingo",22,17,26,65,29
"424","Facility 28",2020-07-26,2020-07-31,"North","Spring",15,20,17,52,28
"425","Facility 28",2020-07-25,2020-07-31,"North","Spring",24,10,21,55,28
"426","Facility 28",2020-07-24,2020-07-31,"North","Spring",6,2,0,8,28
"427","Facility 24",2020-07-31,2020-07-31,"North","Bolo",15,12,47,74,24
"428","Facility 28",2020-07-23,2020-07-31,"North","Spring",4,2,10,16,28
"429","Facility 28",2020-07-22,2020-07-31,"North","Spring",13,14,16,43,28
"430","Facility 28",2020-07-21,2020-07-31,"North","Spring",26,4,14,44,28
"431","Facility 28",2020-07-20,2020-07-31,"North","Spring",12,12,19,43,28
"432","Facility 28",2020-07-19,2020-07-31,"North","Spring",26,16,30,72,28
"433","Facility 38",2020-07-31,2020-07-31,"North","Bolo",0,0,0,0,38
"434","Facility 12",2020-07-30,2020-07-31,"North","Dingo",36,36,87,159,12
"435","Facility 16",2020-07-30,2020-07-31,"North","Barnard",10,8,8,26,16
"436","Facility 14",2020-07-30,2020-07-30,"North","Dingo",0,0,0,0,14
"437","Facility 47",2020-07-29,2020-07-30,"North","Barnard",36,19,23,78,47
"438","Facility 41",2020-07-29,2020-07-30,"North","Barnard",4,0,11,15,41
"439","Facility 2",2020-07-26,2020-07-30,"North","Bolo",16,20,15,51,2
"440","Facility 2",2020-07-27,2020-07-30,"North","Bolo",13,17,19,49,2
"441","Facility 2",2020-07-28,2020-07-30,"North","Bolo",15,16,28,59,2
"442","Facility 2",2020-07-29,2020-07-30,"North","Bolo",5,2,13,20,2
"443","Facility 38",2020-07-30,2020-07-30,"North","Bolo",0,0,0,0,38
"444","Facility 15",2020-07-30,2020-07-30,"North","Barnard",0,0,0,0,15
"445","Facility 38",2020-07-29,2020-07-30,"North","Bolo",8,10,12,30,38
"446","Facility 34",2020-07-30,2020-07-30,"North","Dingo",0,0,0,0,34
"447","Facility 22",2020-07-29,2020-07-30,"North","Bolo",4,4,10,18,22
"448","Facility 18",2020-07-29,2020-07-30,"North","Bolo",9,2,6,17,18
"449","Facility 12",2020-07-29,2020-07-30,"North","Dingo",53,38,84,175,12
"450","Facility 12",2020-07-29,2020-07-30,"North","Dingo",53,38,84,175,12
"451","Facility 18",2020-07-30,2020-07-30,"North","Bolo",0,0,0,0,18
"452","Facility 48",2020-07-29,2020-07-30,"North","Dingo",6,7,8,21,48
"453","Facility 16",2020-07-29,2020-07-30,"North","Barnard",23,17,21,61,16
"454","Facility 24",2020-07-30,2020-07-30,"North","Bolo",15,10,35,60,24
"455","Facility 26",2020-07-29,2020-07-30,"North","Bolo",3,3,3,9,26
"456","Facility 40",2020-07-29,2020-07-30,"North","Barnard",28,21,19,68,40
"457","Facility 14",2020-07-29,2020-07-29,"North","Dingo",7,4,9,20,14
"458","Facility 47",2020-07-28,2020-07-29,"North","Barnard",34,22,27,83,47
"459","Facility 34",2020-07-29,2020-07-29,"North","Dingo",12,5,12,29,34
"460","Facility 4",2020-07-29,2020-07-29,"North","Bolo",4,12,14,30,4
"461","Facility 35",2020-07-28,2020-07-29,"North","Spring",64,14,132,210,35
"462","Facility 35",2020-07-27,2020-07-29,"North","Spring",79,41,122,242,35
"463","Facility 35",2020-07-26,2020-07-29,"North","Spring",80,29,83,192,35
"464","Facility 45",2020-07-28,2020-07-29,"North","Barnard",145,160,181,486,45
"465","Facility 29",2020-07-28,2020-07-29,"North","Dingo",21,18,23,62,29
"466","Facility 48",2020-07-28,2020-07-29,"North","Dingo",12,6,13,31,48
"467","Facility 1",2020-07-28,2020-07-29,"North","Spring",21,8,15,44,1
"468","Facility 10",2020-07-29,2020-07-29,"North","Bolo",0,14,15,29,10
"469","Facility 33",2020-07-28,2020-07-29,"North","Barnard",1,2,6,9,33
"470","Facility 21",2020-07-29,2020-07-29,"North","Bolo",22,8,4,34,21
"471","Facility 11",2020-07-28,2020-07-29,"North","Spring",44,20,35,99,11
"472","Facility 30",2020-07-28,2020-07-29,"North","Bolo",18,3,3,24,30
"473","Facility 51",2020-07-27,2020-07-29,"North","Spring",19,4,8,31,51
"474","Facility 30",2020-07-27,2020-07-29,"North","Bolo",6,0,54,60,30
"475","Facility 42",2020-07-28,2020-07-29,"North","Dingo",5,6,9,20,42
"476","Facility 42",2020-07-27,2020-07-29,"North","Dingo",5,5,9,19,42
"477","Facility 38",2020-07-28,2020-07-29,"North","Bolo",10,5,11,26,38
"478","Facility 36",2020-07-28,2020-07-29,"North","Dingo",9,10,13,32,36
"479","Facility 19",2020-07-28,2020-07-29,"North","Bolo",31,7,31,69,19
"480","Facility 12",2020-07-28,2020-07-29,"North","Dingo",59,53,60,172,12
"481","Facility 13",2020-07-28,2020-07-29,"North","Bolo",0,0,0,0,13
"482","Facility 31",2020-07-28,2020-07-29,"North","Dingo",11,12,18,41,31
"483","Facility 22",2020-07-28,2020-07-29,"North","Bolo",10,1,15,26,22
"484","Facility 41",2020-07-28,2020-07-29,"North","Barnard",12,11,24,47,41
"485","Facility 18",2020-07-28,2020-07-29,"North","Bolo",7,0,7,14,18
"486","Facility 40",2020-07-28,2020-07-29,"North","Barnard",23,19,24,66,40
"487","Facility 15",2020-07-29,2020-07-29,"North","Barnard",12,7,18,37,15
"488","Facility 3",2020-07-29,2020-07-29,"North","Dingo",10,8,5,23,3
"489","Facility 27",2020-07-28,2020-07-29,"North","Spring",12,11,13,36,27
"490","Facility 55",2020-07-28,2020-07-29,"North","Bolo",16,6,34,56,55
"491","Facility 16",2020-07-28,2020-07-29,"North","Barnard",19,24,16,59,16
"492","Facility 24",2020-07-28,2020-07-29,"North","Bolo",12,3,34,49,24
"493","Facility 26",2020-07-28,2020-07-29,"North","Bolo",4,1,6,11,26
"494","Facility 14",2020-07-28,2020-07-28,"North","Dingo",8,5,13,26,14
"495","Facility 47",2020-07-27,2020-07-28,"North","Barnard",22,13,19,54,47
"496","Facility 34",2020-07-28,2020-07-28,"North","Dingo",3,11,15,29,34
"497","Facility 4",2020-07-28,2020-07-28,"North","Bolo",22,14,16,52,4
"498","Facility 6",2020-07-28,2020-07-28,"North","Dingo",9,9,10,28,6
"499","Facility 7",2020-07-27,2020-07-28,"North","Spring",14,8,8,30,7
"500","Facility 5",2020-07-24,2020-07-28,"North","Bolo",0,0,0,0,5
"501","Facility 5",2020-07-27,2020-07-28,"North","Bolo",12,8,8,28,5
"502","Facility 5",2020-07-26,2020-07-28,"North","Bolo",18,13,17,48,5
"503","Facility 5",2020-07-25,2020-07-28,"North","Bolo",23,14,16,53,5
"504","Facility 7",2020-07-26,2020-07-28,"North","Spring",12,14,23,49,7
"505","Facility 5",2020-07-22,2020-07-28,"North","Bolo",18,13,29,60,5
"506","Facility 5",2020-07-23,2020-07-28,"North","Bolo",4,4,10,18,5
"507","Facility 5",2020-07-21,2020-07-28,"North","Bolo",5,8,28,41,5
"508","Facility 4",2020-07-27,2020-07-28,"North","Bolo",20,9,26,55,4
"509","Facility 10",2020-07-28,2020-07-28,"North","Bolo",0,16,18,34,10
"510","Facility 33",2020-07-27,2020-07-28,"North","Barnard",7,9,12,28,33
"511","Facility 33",2020-07-26,2020-07-28,"North","Barnard",2,7,7,16,33
"512","Facility 33",2020-07-25,2020-07-28,"North","Barnard",8,9,5,22,33
"513","Facility 19",2020-07-27,2020-07-28,"North","Bolo",15,7,37,59,19
"514","Facility 19",2020-07-26,2020-07-28,"North","Bolo",21,10,40,71,19
"515","Facility 19",2020-07-25,2020-07-28,"North","Bolo",36,5,64,105,19
"516","Facility 11",2020-07-27,2020-07-28,"North","Spring",38,23,64,125,11
"517","Facility 21",2020-07-28,2020-07-28,"North","Bolo",20,12,14,46,21
"518","Facility 8",2020-07-27,2020-07-28,"North","Bolo",4,4,11,19,8
"519","Facility 54",2020-07-27,2020-07-28,"North","Barnard",22,32,15,69,54
"520","Facility 20",2020-07-27,2020-07-28,"North","Barnard",9,7,8,24,20
"521","Facility 36",2020-07-27,2020-07-28,"North","Dingo",7,9,13,29,36
"522","Facility 13",2020-07-27,2020-07-28,"North","Bolo",0,0,0,0,13
"523","Facility 50",2020-07-27,2020-07-28,"North","Spring",32,29,30,91,50
"524","Facility 37",2020-07-27,2020-07-28,"North","Bolo",3,4,12,19,37
"525","Facility 12",2020-07-27,2020-07-28,"North","Dingo",31,23,133,187,12
"526","Facility 31",2020-07-26,2020-07-28,"North","Dingo",15,2,9,26,31
"527","Facility 29",2020-07-27,2020-07-28,"North","Dingo",28,13,11,52,29
"528","Facility 3",2020-07-28,2020-07-28,"North","Dingo",8,6,10,24,3
"529","Facility 15",2020-07-28,2020-07-28,"North","Barnard",21,15,28,64,15
"530","Facility 52",2020-07-25,2020-07-28,"North","Bolo",24,15,71,110,52
"531","Facility 24",2020-07-27,2020-07-28,"North","Bolo",13,10,20,43,24
"532","Facility 52",2020-07-24,2020-07-28,"North","Bolo",12,15,35,62,52
"533","Facility 52",2020-07-23,2020-07-28,"North","Bolo",15,7,26,48,52
"534","Facility 22",2020-07-27,2020-07-28,"North","Bolo",14,3,6,23,22
"535","Facility 52",2020-07-22,2020-07-28,"North","Bolo",6,10,39,55,52
"536","Facility 55",2020-07-27,2020-07-28,"North","Bolo",22,4,17,43,55
"537","Facility 25",2020-07-27,2020-07-28,"North","Bolo",3,2,12,17,25
"538","Facility 40",2020-07-27,2020-07-28,"North","Barnard",14,17,28,59,40
"539","Facility 27",2020-07-27,2020-07-28,"North","Spring",16,8,8,32,27
"540","Facility 18",2020-07-27,2020-07-28,"North","Bolo",9,4,6,19,18
"541","Facility 48",2020-07-27,2020-07-28,"North","Dingo",5,7,16,28,48
"542","Facility 16",2020-07-27,2020-07-28,"North","Barnard",31,37,29,97,16
"543","Facility 26",2020-07-27,2020-07-28,"North","Bolo",3,3,5,11,26
"544","Facility 31",2020-07-27,2020-07-28,"North","Dingo",5,9,15,29,31
"545","Facility 41",2020-07-27,2020-07-28,"North","Barnard",6,6,19,31,41
"546","Facility 38",2020-07-27,2020-07-27,"North","Bolo",5,7,17,29,38
"547","Facility 14",2020-07-27,2020-07-27,"North","Dingo",9,15,9,33,14
"548","Facility 37",2020-07-26,2020-07-27,"North","Bolo",1,0,17,18,37
"549","Facility 34",2020-07-27,2020-07-27,"North","Dingo",11,5,8,24,34
"550","Facility 51",2020-07-26,2020-07-27,"North","Spring",20,6,9,35,51
"551","Facility 6",2020-07-27,2020-07-27,"North","Dingo",12,10,8,30,6
"552","Facility 6",2020-07-26,2020-07-27,"North","Dingo",4,4,12,20,6
"553","Facility 26",2020-07-26,2020-07-27,"North","Bolo",3,5,3,11,26
"554","Facility 37",2020-07-25,2020-07-27,"North","Bolo",3,3,9,15,37
"555","Facility 50",2020-07-26,2020-07-27,"North","Spring",29,21,50,100,50
"556","Facility 50",2020-07-25,2020-07-27,"North","Spring",53,35,47,135,50
"557","Facility 10",2020-07-27,2020-07-27,"North","Bolo",0,13,19,32,10
"558","Facility 1",2020-07-26,2020-07-27,"North","Spring",32,9,27,68,1
"559","Facility 1",2020-07-25,2020-07-27,"North","Spring",39,27,28,94,1
"560","Facility 45",2020-07-26,2020-07-27,"North","Barnard",121,155,119,395,45
"561","Facility 54",2020-07-26,2020-07-27,"North","Barnard",18,16,20,54,54
"562","Facility 47",2020-07-26,2020-07-27,"North","Barnard",22,12,27,61,47
"563","Facility 11",2020-07-26,2020-07-27,"North","Spring",37,27,72,136,11
"564","Facility 21",2020-07-27,2020-07-27,"North","Bolo",18,14,15,47,21
"565","Facility 8",2020-07-26,2020-07-27,"North","Bolo",9,3,9,21,8
"566","Facility 35",2020-07-25,2020-07-27,"North","Spring",110,37,94,241,35
"567","Facility 35",2020-07-24,2020-07-27,"North","Spring",49,36,55,140,35
"568","Facility 35",2020-07-23,2020-07-27,"North","Spring",104,41,140,285,35
"569","Facility 35",2020-07-22,2020-07-27,"North","Spring",52,50,124,226,35
"570","Facility 31",2020-07-25,2020-07-27,"North","Dingo",17,5,17,39,31
"571","Facility 35",2020-07-21,2020-07-27,"North","Spring",83,45,135,263,35
"572","Facility 29",2020-07-26,2020-07-27,"North","Dingo",26,17,20,63,29
"573","Facility 19",2020-07-24,2020-07-27,"North","Bolo",0,2,13,15,19
"574","Facility 19",2020-07-23,2020-07-27,"North","Bolo",3,2,8,13,19
"575","Facility 19",2020-07-22,2020-07-27,"North","Bolo",11,0,11,22,19
"576","Facility 36",2020-08-08,2020-08-09,"North","Dingo",12,13,18,43,36
"577","Facility 19",2020-08-08,2020-08-09,"North","Bolo",10,11,19,40,19
"578","Facility 19",2020-08-07,2020-08-09,"North","Bolo",10,4,11,25,19
"579","Facility 19",2020-08-06,2020-08-09,"North","Bolo",8,10,28,46,19
"580","Facility 10",2020-08-02,2020-08-02,"North","Bolo",0,10,15,25,10
"581","Facility 41",2020-08-07,2020-08-09,"North","Barnard",3,3,6,12,41
"582","Facility 41",2020-08-06,2020-08-09,"North","Barnard",4,5,13,22,41
"583","Facility 41",2020-08-05,2020-08-09,"North","Barnard",7,2,17,26,41
"584","Facility 41",2020-08-04,2020-08-09,"North","Barnard",12,9,9,30,41
"585","Facility 40",2020-08-08,2020-08-09,"North","Barnard",2,1,4,7,40
"586","Facility 49",2020-08-08,2020-08-09,"North","Dingo",52,54,64,170,49
"587","Facility 11",2020-08-08,2020-08-09,"North","Spring",31,23,21,75,11
"588","Facility 12",2020-08-08,2020-08-09,"North","Dingo",39,28,68,135,12
"589","Facility 1",2020-08-08,2020-08-09,"North","Spring",22,9,12,43,1
"590","Facility 10",2020-08-08,2020-08-09,"North","Bolo",0,41,40,81,10
"591","Facility 7",2020-08-08,2020-08-09,"North","Spring",13,19,26,58,7
"592","Facility 42",2020-08-08,2020-08-09,"North","Dingo",24,9,22,55,42
"593","Facility 21",2020-08-08,2020-08-09,"North","Bolo",31,14,7,52,21
"594","Facility 13",2020-08-08,2020-08-09,"North","Bolo",0,0,0,0,13
"595","Facility 16",2020-08-08,2020-08-09,"North","Barnard",1,0,1,2,16
"596","Facility 15",2020-08-08,2020-08-09,"North","Barnard",12,6,4,22,15
"597","Facility 1",2020-08-07,2020-08-09,"North","Spring",0,0,0,0,1
"598","Facility 1",2020-08-06,2020-08-09,"North","Spring",10,6,10,26,1
"599","Facility 1",2020-08-05,2020-08-09,"North","Spring",5,5,7,17,1
"600","Facility 29",2020-08-08,2020-08-09,"North","Dingo",15,30,35,80,29
"601","Facility 38",2020-08-08,2020-08-09,"North","Bolo",6,7,9,22,38
"602","Facility 24",2020-08-08,2020-08-09,"North","Bolo",44,20,60,124,24
"603","Facility 27",2020-08-08,2020-08-09,"North","Spring",4,5,2,11,27
"604","Facility 18",2020-08-08,2020-08-09,"North","Bolo",12,5,10,27,18
"605","Facility 59",2020-08-06,2020-08-09,"North","Spring",NA,NA,NA,NA,59
"606","Facility 59",2020-08-05,2020-08-09,"North","Spring",NA,NA,NA,NA,59
"607","Facility 59",2020-08-04,2020-08-09,"North","Spring",NA,NA,NA,NA,59
"608","Facility 59",2020-08-03,2020-08-09,"North","Spring",NA,NA,NA,NA,59
"609","Facility 59",2020-08-02,2020-08-09,"North","Spring",NA,NA,NA,NA,59
"610","Facility 59",2020-08-01,2020-08-09,"North","Spring",NA,NA,NA,NA,59
"611","Facility 59",2020-07-31,2020-08-09,"North","Spring",NA,NA,NA,NA,59
"612","Facility 59",2020-07-30,2020-08-09,"North","Spring",NA,NA,NA,NA,59
"613","Facility 59",2020-07-29,2020-08-09,"North","Spring",NA,NA,NA,NA,59
"614","Facility 25",2020-08-08,2020-08-09,"North","Bolo",10,4,9,23,25
"615","Facility 59",2020-07-28,2020-08-09,"North","Spring",NA,NA,NA,NA,59
"616","Facility 59",2020-07-27,2020-08-09,"North","Spring",NA,NA,NA,NA,59
"617","Facility 2",2020-08-08,2020-08-09,"North","Bolo",12,12,42,66,2
"618","Facility 59",2020-07-26,2020-08-09,"North","Spring",NA,NA,NA,NA,59
"619","Facility 59",2020-07-25,2020-08-09,"North","Spring",NA,NA,NA,NA,59
"620","Facility 59",2020-07-23,2020-08-09,"North","Spring",NA,NA,NA,NA,59
"621","Facility 59",2020-07-21,2020-08-09,"North","Spring",NA,NA,NA,NA,59
"622","Facility 59",2020-07-20,2020-08-09,"North","Spring",NA,NA,NA,NA,59
"623","Facility 59",2020-07-19,2020-08-09,"North","Spring",NA,NA,NA,NA,59
"624","Facility 59",2020-07-18,2020-08-09,"North","Spring",NA,NA,NA,NA,59
"625","Facility 59",2020-07-16,2020-08-09,"North","Spring",NA,NA,NA,NA,59
"626","Facility 59",2020-07-15,2020-08-09,"North","Spring",NA,NA,NA,NA,59
"627","Facility 59",2020-07-14,2020-08-09,"North","Spring",NA,NA,NA,NA,59
"628","Facility 59",2020-07-13,2020-08-09,"North","Spring",NA,NA,NA,NA,59
"629","Facility 59",2020-07-12,2020-08-09,"North","Spring",NA,NA,NA,NA,59
